Date	year	month	day	hour	min	sec	latitude	longitude	depth	magnitude	magtype	source	eventID
23/06/12	2012	6	23	4	34	53	3.009	97.896	95	6.1	Mw	NEI	2.01206E+11
24/06/12	2012	6	24	3	15	1	57.601	163.195	10	6.1	Mw	NEI	2.01206E+11
29/06/12	2012	6	29	21	7	34	43.433	84.7	18	6.3	Mw	NEI	2.01206E+11
03/07/12	2012	7	3	10	36	16	-40.023	173.756	229.8	6.3	Mw	WEL	2.01207E+11
06/07/12	2012	7	6	2	28	22	-14.657	167.34	160.1	6.3	Mw	NEI	2.01207E+11
08/07/12	2012	7	8	11	33	3	45.497	151.288	20	6	Mw	NEI	2.01207E+11
18/07/12	2012	7	18	8	9	46	-20.872	-178.508	536.9	6	Mw	NEI	2.01207E+11
20/07/12	2012	7	20	6	10	25	49.407	155.907	19	6.1	Mw	NEI	2.01207E+11
25/07/12	2012	7	25	0	27	45	2.707	96.045	22	6.4	Mw	NEI	2.01207E+11
25/07/12	2012	7	25	11	20	27	-9.694	159.727	20	6.4	Mw	NEI	2.01207E+11
26/07/12	2012	7	26	5	33	33	-17.592	66.391	20	6.7	Mw	NEI	2.01207E+11
28/07/12	2012	7	28	20	3	57	-4.651	153.173	41	6.5	Mw	NEI	2.01207E+11
02/08/12	2012	8	2	9	38	31	-8.414	-74.259	144.6	6.1	Mw	NEI	2.01208E+11
02/08/12	2012	8	2	9	56	42	-4.654	153.275	46	6.1	Mw	NEI	2.01208E+11
10/08/12	2012	8	10	18	37	43	52.633	-167.421	13	6.2	Mw	NEI	2.01208E+11
11/08/12	2012	8	11	12	23	18	38.329	46.826	11	6.4	Mw	NEI	2.01208E+11
11/08/12	2012	8	11	12	34	36	38.389	46.745	12	6.3	Mw	NEI	2.01208E+11
12/08/12	2012	8	12	10	47	6	35.661	82.518	13	6.3	Mw	NEI	2.01208E+11
14/08/12	2012	8	14	2	59	38	49.8	145.064	583.2	7.7	Mw	NEI	2.01208E+11
18/08/12	2012	8	18	9	41	52	-1.315	120.096	10	6.3	Mw	NEI	2.01208E+11
19/08/12	2012	8	19	22	41	50	-4.766	144.57	73	6.3	Mw	NEI	2.01208E+11
26/08/12	2012	8	26	15	5	37	2.19	126.837	91.1	6.6	Mw	NEI	2.01208E+11
27/08/12	2012	8	27	4	37	19	12.139	-88.59	28	7.4	Mw	NEI	2.01208E+11
30/08/12	2012	8	30	13	43	25	71.441	-10.605	14	6.8	Mw	NEI	2.01208E+11
31/08/12	2012	8	31	12	47	33	10.811	126.638	28	7.6	Mw	NEI	2.01208E+11
03/09/12	2012	9	3	18	23	5	-10.708	113.931	14	6.2	Mw	NEI	2.01209E+11
05/09/12	2012	9	5	13	9	10	-12.476	166.513	27	6	Mw	NEI	2.01209E+11
05/09/12	2012	9	5	14	42	8	10.099	-85.308	35	7.6	Mw	NEI	2.01209E+11
08/09/12	2012	9	8	10	51	44	-3.177	135.109	21	6.1	Mw	NEI	2.01209E+11
09/09/12	2012	9	9	5	39	37	49.247	155.75	31	6	Mw	NEI	2.01209E+11
14/09/12	2012	9	14	4	51	47	-3.319	100.594	19	6.2	Mw	NEI	2.01209E+11
25/09/12	2012	9	25	23	45	25	24.666	-110.173	10	6.3	Mw	NEI	2.01209E+11
26/09/12	2012	9	26	23	39	55	51.592	-178.295	16	6.4	Mw	NEI	2.01209E+11
27/09/12	2012	9	27	23	53	49	-8.838	157.456	10	6	Mw	NEI	2.01209E+11
30/09/12	2012	9	30	16	31	36	1.929	-76.362	170	7.3	Mw	NEI	2.01209E+11
01/10/12	2012	10	1	22	21	46	39.808	143.099	15	6.1	Mw	NEI	2.0121E+11
08/10/12	2012	10	8	6	26	23	25.127	-109.574	14	6	Mw	NEI	2.0121E+11
08/10/12	2012	10	8	11	43	31	-4.472	129.129	10	6.3	Mw	NEI	2.0121E+11
09/10/12	2012	10	9	12	32	10	-60.326	153.699	10	6.6	Mw	NEI	2.0121E+11
12/10/12	2012	10	12	0	31	28	-4.892	134.03	13	6.6	Mw	NEI	2.0121E+11
17/10/12	2012	10	17	4	42	30	4.232	124.52	326	6.1	Mw	NEI	2.0121E+11
20/10/12	2012	10	20	23	0	32	-13.552	166.564	36	6.2	Mw	NEI	2.0121E+11
23/10/12	2012	10	23	8	53	38	29.057	139.251	436	6	Mw	NEI	2.0121E+11
24/10/12	2012	10	24	0	45	33	10.086	-85.298	17	6.5	Mw	NEI	2.0121E+11
28/10/12	2012	10	28	3	4	9	52.788	-132.101	14	7.8	Mw	NEI	2.0121E+11
28/10/12	2012	10	28	3	7	30	52.769	-131.927	5	7.7	Unk	UW	60021108
28/10/12	2012	10	28	18	54	21	52.674	-132.602	9	6.3	Mw	NEI	2.0121E+11
28/10/12	2012	10	28	18	56	18	52.633	-132.701	0	6.3	Unk	UW	60482111
30/10/12	2012	10	30	2	49	2	52.365	-131.902	9	6.2	Mw	NEI	2.0121E+11
30/10/12	2012	10	30	2	50	29	52.324	-131.908	0	6.2	Unk	UW	60482641
02/11/12	2012	11	2	18	17	33	9.212	126.158	37	6.1	Mw	NEI	2.01211E+11
07/11/12	2012	11	7	16	35	47	13.963	-91.854	24	7.4	Mw	NEI	2.01211E+11
08/11/12	2012	11	8	2	1	51	49.231	-128.477	13.7	6.1	Mw	NEI	2.01211E+11
10/11/12	2012	11	10	14	57	51	-8.866	-75.071	129	6	Mw	NEI	2.01211E+11
11/11/12	2012	11	11	1	12	39	23.005	95.885	13.7	6.8	Mw	NEI	2.01211E+11
11/11/12	2012	11	11	22	14	59	14.129	-92.164	20	6.5	Mw	NEI	2.01211E+11
12/11/12	2012	11	12	20	42	17	57.5884	-142.8765	10.93	6	Mb	AK	
13/11/12	2012	11	13	4	31	27	-45.761	-77.053	9	6.1	Mw	NEI	2.01211E+11
14/11/12	2012	11	14	19	2	6	-29.118	-71.19	63	6.2	Mw	NEI	2.01211E+11
15/11/12	2012	11	15	9	20	22	18.346	-100.382	53	6.1	Mw	NEI	2.01211E+11
16/11/12	2012	11	16	18	12	40	49.28	155.425	29	6.5	Mw	NEI	2.01211E+11
19/11/12	2012	11	19	9	44	34	-5.705	151.602	13	6	Mw	NEI	2.01211E+11
22/11/12	2012	11	22	13	7	10	-22.742	-63.571	516.6	6	Mw	NEI	2.01211E+11
29/11/12	2012	11	29	10	37	39	-20.624	-177.048	247.5	6.2	ML	NEI	2.01211E+11
02/12/12	2012	12	2	0	54	23	-16.975	167.645	32	6.2	Mw	NEI	2.01212E+11
07/12/12	2012	12	7	8	18	23	37.89	143.949	31	7.3	Mw	NEI	2.01212E+11
07/12/12	2012	12	7	8	31	15	37.914	143.764	32	6.2	Mw	NEI	2.01212E+11
07/12/12	2012	12	7	18	19	7	-38.278	176.099	167.5	6.4	Mw	NEI	2.01212E+11
10/12/12	2012	12	10	16	53	9	-6.533	129.825	155	7.1	Mw	NEI	2.01212E+11
11/12/12	2012	12	11	6	18	28	0.595	126.247	29.7	6	Mw	NEI	2.01212E+11
14/12/12	2012	12	14	10	36	2	31.213	-119.56	11.3	6.4	Mw	NEI	2.01212E+11
14/12/12	2012	12	14	10	38	25	31.213	-119.56	11	6.3	Unk	UW	60493356
15/12/12	2012	12	15	4	49	30	52.268	174.038	26	6	Mw	NEI	2.01212E+11
15/12/12	2012	12	15	19	30	2	-4.691	153.012	52	6.1	Mw	NEI	2.01212E+11
17/12/12	2012	12	17	9	16	28	-0.708	123.837	18.5	6.1	Mw	NEI	2.01212E+11
21/12/12	2012	12	21	9	26	52	-20.151	-176.322	234.6	6.1	ML	NEI	2.01212E+11
21/12/12	2012	12	21	22	28	7	-14.331	167.29	188	6.7	Mw	NEI	2.01212E+11
25/12/12	2012	12	25	8	46	33	-7.917	101.269	28.6	6	ML	NEI	2.01212E+11
29/12/12	2012	12	29	7	59	42	-3.492	148.832	10.1	6	Mw	NEI	2.01212E+11
05/01/13	2013	1	5	8	58	19	55.394	-134.65	10	7.5	Mw	NEI	2.01301E+11
15/01/13	2013	1	15	16	9	37	-62.571	-161.432	10	6.1	Mw	NEI	2.01301E+11
21/01/13	2013	1	21	22	22	53	4.966	95.856	11.6	6.1	Mw	NEI	2.01301E+11
28/01/13	2013	1	28	16	38	53	42.605	79.708	15	6.1	Mw	NEI	2.01301E+11
30/01/13	2013	1	30	20	15	43	-28.08	-70.621	45	6.8	Mw	NEI	2.01301E+11
30/01/13	2013	1	30	23	3	44	-10.635	166.371	11	6.1	Mw	NEI	2.01301E+11
31/01/13	2013	1	31	3	33	44	-10.628	166.382	9.2	6.1	Mw	NEI	2.01301E+11
01/02/13	2013	2	1	5	36	42	-11.104	165.532	15	6	Mw	NEI	2.01302E+11
01/02/13	2013	2	1	22	16	34	-10.896	165.379	10	6.3	Mw	NEI	2.01302E+11
01/02/13	2013	2	1	22	18	33	-11.12	165.378	10	6.4	Mw	NEI	2.01302E+11
02/02/13	2013	2	2	14	17	35	42.758	143.106	107	6.9	Mw	NEI	2.01302E+11
02/02/13	2013	2	2	18	58	6	-10.938	165.255	3.2	6	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	0	7	22	-10.865	165.248	12.6	6	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	1	12	27	-10.738	165.138	28.7	8	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	1	23	20	-11.2541	164.9323	10.14	7.1	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	1	54	15	-10.479	165.772	9.8	7	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	6	35	20	-10.784	164.512	10.1	6.1	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	10	33	17	-10.643	164.764	10	6	Mw	NEI	2.01302E+11
06/02/13	2013	2	6	11	53	55	-11.245	165.727	14	6	Mw	NEI	2.01302E+11
07/02/13	2013	2	7	0	30	11	-11.658	164.94	8	6	Mw	NEI	2.01302E+11
07/02/13	2013	2	7	18	59	16	-11.001	165.658	10	6.7	Mw	NEI	2.01302E+11
08/02/13	2013	2	8	11	12	13	-10.905	165.886	15.9	6.8	Mw	NEI	2.01302E+11
08/02/13	2013	2	8	15	26	38	-10.932	166.021	21	7.1	Mw	NEI	2.01302E+11
09/02/13	2013	2	9	14	16	8	1.142	-77.4	145	6.9	Mw	NEI	2.01302E+11
09/02/13	2013	2	9	21	2	23	-10.952	165.838	15.6	6.6	Mw	NEI	2.01302E+11
10/02/13	2013	2	10	18	39	32	-10.959	165.459	11	6	Mw	NEI	2.01302E+11
14/02/13	2013	2	14	13	13	53	67.582	142.564	9.9	6.6	Mw	NEI	2.01302E+11
16/02/13	2013	2	16	4	37	36	5.812	125.748	105	6.1	Mw	NEI	2.01302E+11
22/02/13	2013	2	22	12	1	59	-27.993	-63.195	585.8	6.1	Mw	NEI	2.01302E+11
28/02/13	2013	2	28	14	5	50	50.942	157.339	41	6.9	Mw	NEI	2.01302E+11
01/03/13	2013	3	1	12	53	52	50.938	157.511	40.9	6.4	Mw	NEI	2.01303E+11
01/03/13	2013	3	1	13	20	50	50.949	157.448	29	6.5	Mw	NEI	2.01303E+11
10/03/13	2013	3	10	22	51	52	-6.653	148.155	28.9	6.5	Mw	NEI	2.01303E+11
24/03/13	2013	3	24	8	13	45	-20.757	173.37	10	6.1	Mw	NEI	2.01303E+11
25/03/13	2013	3	25	23	2	13	14.596	-90.439	189	6.2	Mw	NEI	2.01303E+11
01/04/13	2013	4	1	18	53	19	39.516	143.2076	20.89	6	Mw	NEI	2.01304E+11
05/04/13	2013	4	5	13	0	2	42.713	131.105	561.9	6.3	Mw	NEI	2.01304E+11
06/04/13	2013	4	6	4	42	36	-3.513	138.477	66	7	Mw	NEI	2.01304E+11
09/04/13	2013	4	9	11	52	50	28.5	51.591	10	6.4	Mw	NEI	2.01304E+11
13/04/13	2013	4	13	22	49	50	-19.141	169.535	280.2	6	Mw	NEI	2.01304E+11
14/04/13	2013	4	14	1	32	23	-6.475	154.607	31	6.6	Mw	NEI	2.01304E+11
16/04/13	2013	4	16	10	44	21	28.107	62.053	82	7.7	Mw	NEI	2.01304E+11
16/04/13	2013	4	16	22	55	27	-3.218	142.543	13	6.6	Mw	NEI	2.01304E+11
19/04/13	2013	4	19	3	5	53	46.224	150.783	112.2	7.2	Mw	NEI	2.01304E+11
19/04/13	2013	4	19	19	58	41	49.958	157.663	20	6.1	Mw	NEI	2.01304E+11
20/04/13	2013	4	20	0	2	47	30.308	102.888	14	6.6	Mw	NEI	2.01304E+11
20/04/13	2013	4	20	13	12	51	50.105	157.165	18	6.1	Mw	NEI	2.01304E+11
21/04/13	2013	4	21	3	22	16	29.933	138.887	421.9	6.1	Mw	NEI	2.01304E+11
22/04/13	2013	4	22	1	16	33	18.127	-101.908	30	6	Mw	NEI	2.01304E+11
23/04/13	2013	4	23	23	14	43	-3.913	152.12	23.3	6.5	Mw	NEI	2.01304E+11
26/04/13	2013	4	26	6	53	29	-28.681	-178.916	351	6.1	Mw	NEI	2.01304E+11
26/04/13	2013	4	26	6	53	29	-28.7357	-178.9155	349.02	6.2	Mw	NEI	2.01304E+11
07/05/13	2013	5	7	10	10	56	-19.638	175.064	70.1	6	Mw	NEI	2.01305E+11
11/05/13	2013	5	11	2	8	9	26.56	57.77	15	6.1	Mw	NEI	2.01305E+11
11/05/13	2013	5	11	20	46	57	-17.954	-175.099	212.2	6.4	Mw	NEI	2.01305E+11
14/05/13	2013	5	14	0	32	26	18.728	145.287	602.3	6.8	Mw	NEI	2.01305E+11
18/05/13	2013	5	18	5	47	59	37.739	141.471	39	6	Mw	NEI	2.01305E+11
20/05/13	2013	5	20	9	49	4	-44.866	-80.746	10	6.4	Mw	NEI	2.01305E+11
21/05/13	2013	5	21	1	55	6	52.469	160.486	15.1	6	Mw	NEI	2.01305E+11
21/05/13	2013	5	21	5	43	22	52.307	159.986	36.7	6.1	Mw	NEI	2.01305E+11
23/05/13	2013	5	23	17	19	4	-23.025	-177.109	171.4	7.4	Mw	NEI	2.01305E+11
23/05/13	2013	5	23	21	7	46	-20.561	-175.765	149.1	6.3	Mw	NEI	2.01305E+11
24/05/13	2013	5	24	5	44	50	54.874	153.281	608.9	8.3	Mw	NEI	2.01305E+11
24/05/13	2013	5	24	14	56	32	52.222	151.515	623	6.7	Mw	NEI	2.01305E+11
02/06/13	2013	6	2	5	43	3	23.794	121.133	17	6.2	Mw	NEI	2.01306E+11
05/06/13	2013	6	5	4	47	26	-11.401	166.299	39	6.1	Mw	NEI	2.01306E+11
13/06/13	2013	6	13	16	47	23	-9.998	107.243	8.6	6.7	Mw	NEI	2.01306E+11
15/06/13	2013	6	15	11	20	36	-33.853	179.402	195	6	Mw	NEI	2.01306E+11
15/06/13	2013	6	15	16	11	0	34.4488	25.0435	10	6.2	Mw	NEI	2.01306E+11
15/06/13	2013	6	15	17	34	29	11.7246	-86.9754	35.81	6.5	Mw	NEI	2.01306E+11
16/06/13	2013	6	16	21	39	4	34.27	25.114	26	6	Mw	NEI	2.01306E+11
24/06/13	2013	6	24	22	4	13	10.701	-42.594	10	6.6	Mw	NEI	2.01306E+11
02/07/13	2013	7	2	7	37	3	4.698	96.687	10	6.1	Mw	NEI	2.01307E+11
04/07/13	2013	7	4	17	16	0	-7.039	155.6438	72	6.1	Mw	NEI	2.01307E+11
06/07/13	2013	7	6	5	5	7	-3.249	100.5668	19.7	6	Mw	NEI	2.01307E+11
07/07/13	2013	7	7	18	35	31	-3.9234	153.9204	386.25	7.3	Mw	NEI	2.01307E+11
07/07/13	2013	7	7	20	30	7	-6.0155	149.7215	62.03	6.6	Mw	NEI	2.01307E+11
15/07/13	2013	7	15	14	3	43	-60.8679	-25.1436	30.98	7.3	Mw	NEI	2.01307E+11
16/07/13	2013	7	16	9	35	55	-6.3085	154.7822	44.25	6	Mw	NEI	2.01307E+11
17/07/13	2013	7	17	2	37	43	-15.6346	-71.7729	6.59	6	Mw	NEI	2.01307E+11
21/07/13	2013	7	21	5	9	31	-41.7134	174.4431	14	6.5	Mw	NEI	2.01307E+11
22/07/13	2013	7	22	7	1	43	-46.0417	34.8255	10	6.1	Mw	NEI	2.01307E+11
26/07/13	2013	7	26	7	7	17	-15.36	167.5858	132.61	6.1	Mw	NEI	2.01307E+11
26/07/13	2013	7	26	21	32	59	-57.7893	-23.9594	10.04	6.2	Mw	NEI	2.01307E+11
01/08/13	2013	8	1	20	1	43	-15.2443	-173.5006	31.65	6	Mw	us	2.01308E+11
12/08/13	2013	8	12	0	53	44	-7.1354	129.8088	95	6	Mw	us	2.01308E+11
12/08/13	2013	8	12	4	16	47	-30.6205	-179.6134	325.19	6	Mw	NEI	2.01308E+11
12/08/13	2013	8	12	9	49	32	-5.3962	-81.9268	10	6.2	Mw	us	2.01308E+11
13/08/13	2013	8	13	15	43	15	5.7732	-78.1999	12	6.7	Mw	us	2.01308E+11
16/08/13	2013	8	16	2	31	6	-41.734	174.152	8.2	6.5	Mw	us_	2.01308E+11
17/08/13	2013	8	17	16	32	31	-34.8853	54.0927	10	6.1	Mw	us	2.01308E+11
21/08/13	2013	8	21	12	38	29	16.8451	-99.5286	21	6.2	Mw	us	2.01308E+11
28/08/13	2013	8	28	2	54	42	-27.7953	179.6722	488.61	6.1	Mw	NEI	2.01308E+11
30/08/13	2013	8	30	16	25	3	51.6096	-175.3611	33.53	7	Mw	NEI	2.01308E+11
01/09/13	2013	9	1	11	52	30	-7.44	128.2209	112	6.5	Mw	us	2.01309E+11
03/09/13	2013	9	3	20	19	6	51.244	-130.3971	2.73	6.1	Mw	us	2.01309E+11
04/09/13	2013	9	4	0	18	23	29.9377	138.8325	402	6.5	Mw	us	2.01309E+11
04/09/13	2013	9	4	0	23	11	51.1832	-130.2245	9.92	6	Mw	us	2.01309E+11
04/09/13	2013	9	4	2	32	31	51.5573	-174.7671	20	6.5	Mw	us	2.01309E+11
04/09/13	2013	9	4	6	27	4	51.573	-174.8537	17	6	Mw	us	2.01309E+11
05/09/13	2013	9	5	4	1	36	15.1836	-45.232	10	6	Mw	us	2.01309E+11
07/09/13	2013	9	7	0	13	30	14.6092	-92.1214	66	6.4	Mw	us	2.01309E+11
11/09/13	2013	9	11	12	44	13	-4.5472	-104.5783	10.52	6.1	Mw	us	2.01309E+11
15/09/13	2013	9	15	16	21	37	51.5751	-174.716	24.02	6.1	Mw	us	2.01309E+11
21/09/13	2013	9	21	1	39	16	-7.3308	120.0106	549.92	6.1	Mw	us	2.01309E+11
24/09/13	2013	9	24	11	29	48	26.9708	65.5198	15	7.7	Mw	us	2.01309E+11
25/09/13	2013	9	25	16	42	43	-15.8389	-74.5094	40	7.1	Mw	us	2.01309E+11
28/09/13	2013	9	28	7	34	6	27.1825	65.5052	12	6.8	Mw	us	2.01309E+11
30/09/13	2013	9	30	5	55	55	-30.9255	-178.3234	41.54	6.5	Mw	us	2.01309E+11
01/10/13	2013	10	1	3	38	22	53.2083	152.7654	580.21	6.7	Mw	us	2.0131E+11
04/10/13	2013	10	4	17	26	14	-38.6062	78.3693	12.72	6.4	Mw	us	2.0131E+11
06/10/13	2013	10	6	16	38	9	12.3115	141.6905	104	6	Mw	us	2.0131E+11
06/10/13	2013	10	6	21	33	20	-36.7267	-97.4761	10.28	6.2	Mw	us	2.0131E+11
11/10/13	2013	10	11	21	25	0	-30.6623	-178.4838	151	6.2	Mw	us	2.0131E+11
12/10/13	2013	10	12	2	10	27	10.8829	-62.3096	63	6	Mw	us	2.0131E+11
12/10/13	2013	10	12	13	11	53	35.5142	23.2523	40	6.6	Mw	us	2.0131E+11
15/10/13	2013	10	15	0	12	33	9.8901	124.1071	22.76	7.1	Mw	us	2.0131E+11
16/10/13	2013	10	16	10	30	59	-6.4456	154.931	35	6.8	Mw	us	2.0131E+11
19/10/13	2013	10	19	17	54	55	26.0913	-110.3209	9.45	6.6	Mw	us	2.0131E+11
24/10/13	2013	10	24	19	25	12	-58.2081	-12.9503	26.09	6.7	Mw	us	2.0131E+11
25/10/13	2013	10	25	17	10	18	37.1713	144.6781	25.67	7.1	Mw	us	2.0131E+11
29/10/13	2013	10	29	10	37	56	-61.6945	154.7302	9.97	6	Mw	us	2.0131E+11
30/10/13	2013	10	30	2	51	50	-35.2973	-72.9309	17.87	6.2	Mw	us	2.0131E+11
31/10/13	2013	10	31	12	2	9	23.5908	121.443	12	6.3	Mw	us	2.0131E+11
31/10/13	2013	10	31	23	3	59	-30.2979	-71.5572	29	6.6	Mw	us	2.0131E+11
02/11/13	2013	11	2	15	52	46	-23.6305	-112.5912	9.96	6	Mw	us	2.01311E+11
02/11/13	2013	11	2	18	53	47	-19.1711	-172.6411	10.05	6.2	Mw	us	2.01311E+11
12/11/13	2013	11	12	7	3	51	54.6859	162.3024	43	6.4	Mw	us	2.01311E+11
13/11/13	2013	11	13	23	45	48	-60.2814	-47.1233	11.07	6.1	Mw	us	2.01311E+11
16/11/13	2013	11	16	3	34	31	-60.2627	-47.0621	9.97	6.9	Mw	us	2.01311E+11
17/11/13	2013	11	17	9	4	56	-60.2738	-46.4011	10	7.7	Mw	us	2.01311E+11
19/11/13	2013	11	19	13	32	54	2.625	128.4462	59.77	6	Mw	us	2.01311E+11
19/11/13	2013	11	19	17	0	44	18.4753	145.2041	511	6	Mw	us	2.01311E+11
23/11/13	2013	11	23	7	48	32	-17.1137	-176.5416	371	6.5	Mw	us	2.01311E+11
25/11/13	2013	11	25	6	27	34	-53.8813	-54.8821	10	7	Mw	us	2.01311E+11
01/12/13	2013	12	1	1	24	14	-7.0082	128.4152	9.96	6.4	Mw	us	2.01312E+11
01/12/13	2013	12	1	6	29	58	2.044	96.8261	20	6	Mw	us	2.01312E+11
08/12/13	2013	12	8	17	24	54	44.4438	149.1667	28	6	Mw	us	2.01312E+11
17/12/13	2013	12	17	23	38	7	20.7727	146.7903	9	6.2	Mw	us	2.01312E+11
01/01/14	2014	1	1	16	3	29	-13.8633	167.249	187	6.5	Mw	us	2.01401E+11
13/01/14	2014	1	13	4	1	3	19.0408	-66.8054	20	6.4	Mw	us	2.01401E+11
20/01/14	2014	1	20	2	52	45	-40.6343	175.7765	28	6.2	Mw	us	2.01401E+11
25/01/14	2014	1	25	5	14	19	-7.9827	109.2662	66	6.1	Mw	us	2.01401E+11
26/01/14	2014	1	26	13	55	43	38.1736	20.4121	12.44	6.1	Mw	us	2.01401E+11
01/02/14	2014	2	1	3	58	44	-56.8269	-27.3391	129.97	6.1	Mw	us	2.01402E+11
02/02/14	2014	2	2	9	26	38	-32.9076	-177.8806	44.26	6.5	Mw	us	2.01402E+11
03/02/14	2014	2	3	3	8	46	38.2637	20.3897	5	6	Mw	ath	2.01402E+11
07/02/14	2014	2	7	8	40	14	-15.0691	167.3721	122	6.5	Mw	us	2.01402E+11
09/02/14	2014	2	9	14	56	39	-5.9651	154.435	41.8	6	Mw	us	2.01402E+11
12/02/14	2014	2	12	9	19	49	35.906	82.5865	10	6.9	Mw	us	2.01402E+11
18/02/14	2014	2	18	9	27	13	14.6682	-58.9272	14.83	6.5	Mw	us	2.01402E+11
26/02/14	2014	2	26	21	13	40	53.6198	-171.8327	265	6.1	Mw	us	2.01402E+11
02/03/14	2014	3	2	9	37	55	12.5543	-87.6868	60	6.2	Mw	us	2.01403E+11
02/03/14	2014	3	2	20	11	23	27.4312	127.3674	119	6.5	Mw	us	2.01403E+11
02/03/14	2014	3	2	22	17	15	14.205	-93.1516	20.53	6	Mw	us	2.01403E+11
05/03/14	2014	3	5	9	56	58	-14.7378	169.8234	638	6.3	Mw	us	2.01403E+11
10/03/14	2014	3	10	5	18	13	40.8287	-125.1338	16.44	6.8	Mw	NC	72182046
11/03/14	2014	3	11	2	44	6	-60.8623	-19.9775	10	6.4	Mw	us	2.01403E+11
11/03/14	2014	3	11	22	3	10	-3.0856	148.5531	7	6.1	Mw	us	2.01403E+11
13/03/14	2014	3	13	17	6	51	33.6842	131.8249	79	6.3	Mw	us	2.01403E+11
15/03/14	2014	3	15	8	59	22	-14.0961	-76.3088	20	6.1	Mw	us	2.01403E+11
15/03/14	2014	3	15	23	51	33	-5.5799	-80.9565	29	6.3	Mw	us	2.01403E+11
16/03/14	2014	3	16	21	16	30	-19.9994	-70.7235	20	6.7	Mw	us	2.01403E+11
17/03/14	2014	3	17	5	11	35	-20.0184	-70.8842	21	6.2	Mw	us	2.01403E+11
21/03/14	2014	3	21	13	41	8	7.7746	94.3113	10	6.4	Mw	us	2.01403E+11
22/03/14	2014	3	22	12	59	59	-19.7625	-70.874	20	6.2	Mw	us	2.01403E+11
23/03/14	2014	3	23	18	20	2	-19.7024	-70.8698	21	6.2	Mw	us	2.01403E+11
26/03/14	2014	3	26	3	29	36	-26.0916	179.2787	493.09	6.5	Mw	us	2.01403E+11
01/04/14	2014	4	1	23	46	47	-19.6097	-70.7765	25	8.2	Mw	us	2.01404E+11
01/04/14	2014	4	1	23	57	59	-19.8927	-70.9455	28.42	6.9	Mw	us	2.01404E+11
02/04/14	2014	4	2	16	13	27	7.9415	-82.3412	25	6	Mw	us	2.01404E+11
03/04/14	2014	4	3	1	58	30	-20.3081	-70.5787	23.57	6.5	Mw	us	2.01404E+11
03/04/14	2014	4	3	2	43	15	-20.57	-70.4711	35	7.7	Mw	us	2.01404E+11
03/04/14	2014	4	3	5	26	16	-20.7939	-70.5918	25	6.3	Mw	us	2.01404E+11
04/04/14	2014	4	4	1	37	50	-20.6265	-70.6568	9.83	6.2	Mw	us	2.01404E+11
04/04/14	2014	4	4	11	40	32	-10.5365	161.7027	57	6	Mw	us	2.01404E+11
10/04/14	2014	4	10	23	27	46	12.4475	-86.3709	13	6.1	Mw	us	2.01404E+11
11/04/14	2014	4	11	0	1	45	-20.6601	-70.659	13.13	6	Mw	us	2.01404E+11
11/04/14	2014	4	11	7	7	23	-6.5774	155.051	55.78	7.1	Mw	us	2.01404E+11
11/04/14	2014	4	11	8	16	46	-6.7878	154.9502	20	6.5	Mw	us	2.01404E+11
11/04/14	2014	4	11	20	29	13	11.642	-85.8779	135	6.6	Mw	us	2.01404E+11
12/04/14	2014	4	12	5	24	23	-7.1033	155.238	20	6.1	Mw	us	2.01404E+11
12/04/14	2014	4	12	20	14	39	-11.2701	162.1481	22.56	7.6	Mw	us	2.01404E+11
13/04/14	2014	4	13	12	36	19	-11.4782	162.0037	38.4	7.4	Mw	us	2.01404E+11
13/04/14	2014	4	13	13	25	0	-11.1252	162.0508	10	6.6	Mw	us	2.01404E+11
15/04/14	2014	4	15	3	57	2	-53.5271	8.7041	11.74	6.9	Mw	us	2.01404E+11
17/04/14	2014	4	17	15	6	51	-62.8705	155.7431	20.56	6.2	Mw	us	2.01404E+11
18/04/14	2014	4	18	4	13	12	-11.1387	164.8139	10	6.1	Mw	us	2.01404E+11
18/04/14	2014	4	18	14	27	25	17.4007	-100.963	24	7.2	Mw	us	2.01404E+11
19/04/14	2014	4	19	1	4	3	-6.6731	155.0982	23.34	6.6	Mw	us	2.01404E+11
19/04/14	2014	4	19	13	27	59	-6.7203	154.9315	30.87	7.5	Mw	us	2.01404E+11
20/04/14	2014	4	20	0	15	58	-7.1646	155.3351	20	6.2	Mw	us	2.01404E+11
24/04/14	2014	4	24	3	10	13	49.8459	-127.444	11.4	6.6	Mw	us	2.01404E+11
26/04/14	2014	4	26	6	2	21	-20.752	-174.7068	45	6.1	Mw	us	2.01404E+11
01/05/14	2014	5	1	6	36	36	-21.4542	170.3546	106	6.6	Mw	us	2.01405E+11
04/05/14	2014	5	4	9	15	53	-24.6108	179.0856	527	6.6	Mw	us	2.01405E+11
04/05/14	2014	5	4	9	25	16	-25.8072	178.2401	634.21	6.3	Mw	us	2.01405E+11
04/05/14	2014	5	4	20	18	25	34.9118	139.4186	153	6	Mw	us	2.01405E+11
05/05/14	2014	5	5	11	8	43	19.6557	99.6696	6	6.1	Mw	us	2.01405E+11
